	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-K4-A5RI-11A-11R-A28M-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GD-A3OQ-11A-21R-A220-07
29948	195.72	457.25	157.68	113.56	121.79	176.29	2287.2	265.87	490.14	143.01	258.57	466.88	122.64	100.13	332.14	112.77	77.25
29949	0	0	1.23	12.09	0.38	58.71	2.39	120.94	0	0.83	10.16	0.45	3.14	2.2	0	3.53	8.71
29950	229.72	2319.15	497	575.03	1096.5	1096.5	521.76	941.27	503.95	1977.24	1015.93	2555.58	2018.8	669.92	295.11	2895.31	490.14
29951	1051.79	1208.34	591.22	55.49	11.64	47.17	132.44	703.28	1477.58	16.75	85.22	813.63	48.87	138.1	1369.04	21.16	199.85
29952	1844.76	2384.37	2682.69	3515.68	2502.97	3235.01	2502.97	3443.31	1896.65	2351.53	4736.79	1909.85	3467.27	2193.99	2193.99	3874.05	2997.45
29953	11.47	11.55	26.1	20.71	19.53	11.82	2.86	14.78	12.18	12.83	33.3	7.51	22.75	110.43	9.78	43.94	54.33
29954	186.4	161.02	148.09	183.82	167.9	103.69	166.73	153.34	173.85	100.13	112.77	138.1	145.02	197.09	166.73	175.07	201.25
29956	2367.9	2163.77	2976.74	1923.14	3168.41	1844.76	1216.75	2537.92	2758.13	1427.22	1950	2255.7	2777.33	4769.75	1806.78	3060.45	2400.97
29957	395.18	291.04	392.44	435.55	547.75	748.61	260.38	314.17	297.17	567.1	363.56	283.05	660.68	629.35	229.72	490.14	507.46
29958	73.54	82.87	94.01	20.41	8.92	8.78	14.45	71	76.17	10	47.5	48.18	25.91	43.02	73.03	31.45	31.22
29959	2271.4	2303.12	2384.37	1447.15	1709.26	1963.57	2682.69	2255.7	2209.26	3039.3	2119.22	1857.6	1794.29	2255.7	2645.74	1794.29	1662.49
29960	547.75	363.56	547.75	785.88	532.74	483.38	563.18	490.14	559.28	432.53	579.04	193.01	473.41	660.68	493.56	368.65	543.96
29964	96.01	58.3	189.02	651.58	229.72	1096.5	387.02	287.01	90.77	165.57	339.14	30.12	480.04	152.28	78.89	323.03	848.22
29965	579.04	543.96	909.17	902.89	273.37	713.11	500.46	854.13	563.18	708.18	490.14	656.11	483.38	836.53	575.03	769.69	629.35
29966	723.08	878.17	532.74	291.04	303.44	279.14	309.83	493.56	708.18	271.48	249.73	995	521.76	438.59	713.11	470.14	417.77
29967	248	197.09	172.65	60.39	95.34	42.11	38.95	119.26	193.01	57.08	81.71	190.34	94.01	217.27	176.29	163.28	164.42
29968	112.77	44.25	137.14	228.13	201.25	211.31	591.22	111.21	45.85	218.79	191.67	67.59	190.34	387.02	55.49	295.11	748.61
29969	444.72	287.01	466.88	353.59	587.13	175.07	167.9	366.09	379.04	285.03	275.28	316.37	255	384.34	297.17	318.57	426.57
29970	1477.58	2520.38	921.88	150.17	231.32	209.84	325.29	842.36	1051.79	343.89	647.07	3372.43	723.08	607.87	1191.69	486.75	371.22
29974	0	0	0	0	2.18	0	0	0	0	0	0	0.44	0	0	0	0	0.73
29978	854.13	738.29	884.29	854.13	796.86	624.99	1081.39	688.78	825	559.28	555.41	830.75	693.58	759.08	785.88	775.05	813.63
29979	1037.29	1407.55	1208.34	1015.93	928.3	1088.92	1030.12	1015.93	1313.23	1417.35	848.22	1268.46	1313.23	1359.57	1216.75	1127.35	1208.34
29980	376.41	111.21	152.28	72.52	417.77	176.29	309.83	152.28	89.51	267.73	182.55	190.34	177.53	244.57	70.01	178.77	144.01
29982	329.84	432.53	316.37	303.44	332.14	423.61	339.14	435.55	361.04	389.72	486.75	454.09	438.59	486.75	307.69	470.14	334.46
29984	194.36	125.24	208.38	318.57	536.45	954.43	1583.71	363.56	191.67	4607.24	435.55	154.42	796.86	579.04	194.36	665.29	248
29985	884.29	620.67	830.75	866.07	1104.13	860.08	753.83	728.11	665.29	476.71	961.07	444.72	547.75	1159.07	759.08	693.58	791.35
29986	5.32	6.21	10.24	14.56	9.63	486.75	808	17.77	10.88	796.86	4.31	8.78	4.62	84.04	17.13	2.81	5.59
29988	1991	1295.13	1674.06	866.07	460.44	547.75	607.87	1991	2520.38	215.77	934.76	2133.97	426.57	718.08	2400.97	529.06	915.51
29989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29990	138.1	343.89	444.72	753.83	389.72	830.75	503.95	848.22	275.28	432.53	607.87	194.36	587.13	249.73	356.05	748.61	693.58
29991	0	0	0	0	0	0	0	0	0	0	2.46	0	3.47	0	0	0	0
29992	100.83	189.02	264.03	49.91	136.19	109.66	77.79	191.67	142.01	107.38	860.08	84.04	249.73	209.84	84.04	201.25	105.15
29993	0	4.43	5.28	38.4	81.71	2.36	2.01	12.55	0.45	6.16	14.78	0.46	7.69	26.47	1.79	2.78	14.24
29994	351.14	470.14	432.53	397.93	366.09	314.17	206.94	490.14	500.46	275.28	193.01	595.34	297.17	403.5	376.41	551.56	656.11
29995	1651	5791.62	2417.67	318.57	356.05	403.5	543.96	2255.7	3039.3	1167.14	4239.45	19082	2004.85	1498.22	2032.85	1674.06	483.38
29997	11345.82	14163.58	24660.96	21617.82	13033.07	13968.57	12244.81	20170.07	16611.71	12244.81	21468.49	11909.94	15934.98	13306.94	13399.51	23009.42	13399.51
29998	161.02	262.2	176.29	148.09	206.94	135.24	181.28	211.31	239.52	112.77	155.5	249.73	113.56	223.41	202.66	175.07	204.07
29999	2.63	0.89	1.23	0.69	0.39	0.35	1.99	0	0	2.48	1.07	0.89	3.86	3.66	8.71	2.76	0.75
30000	941.27	842.36	890.44	723.08	514.56	414.87	583.07	775.05	866.07	406.31	507.46	808	624.99	674.59	825	665.29	688.78
30001	343.89	332.14	358.54	457.25	620.67	463.65	1340.84	473.41	346.29	3665.02	435.55	412	802.41	651.58	287.01	514.56	738.29
30008	4419.52	2855.44	3303	813.63	775.05	1081.39	595.34	3124.78	2573.36	656.11	2682.69	2287.2	1183.45	2573.36	2739.08	1733.13	2104.58
30009	1.33	2.66	9.34	11.13	13.93	15.34	14.24	13.83	0	18.43	38.95	1.77	22.92	24.63	3.96	21.01	15
30010	0	0	0	0	0.73	0.34	0	0	0	0	0	0	0	0	0	0	0
30011	312	223.41	454.09	166.73	387.02	156.59	140.04	400.71	172.65	244.57	616.37	182.55	232.94	603.67	167.9	287.01	327.56
30012	0	0	0	0	3.63	0	0	0	0	0	0	0	0	18.97	0	0.79	0
30014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30061	791.35	1030.12	1143.1	842.36	860.08	466.88	785.88	1651	1051.79	412	1175.27	429.54	438.59	1583.71	651.58	830.75	1551.09
30062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37
30811	158.79	171.45	48.18	14.03	12.27	11.13	8.06	19.11	71.5	37.05	36.53	81.14	35.76	60.39	137.14	52.82	61.68
30812	14.89	22.92	31.67	10.24	14.35	11.47	12.36	28.04	15.11	33.3	21.94	21.78	11.21	12.45	10.63	9.06	21.32
30813	1.77	1.35	6.89	2.39	0.75	0.35	2.41	23.59	13.32	0	5.32	6.11	0	2.2	22.59	0.8	0.75
30814	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45	0	0	0
30815	1447.15	1540.37	2303.12	1044.52	842.36	860.08	954.43	1781.89	2004.85	967.76	1674.06	1745.2	890.44	1111.82	1909.85	1059.11	1127.35
30816	0.89	0.91	0.42	1.03	1.11	0.68	0.41	1.6	1.75	1.66	0	0.45	1.07	0.75	0.45	0.41	4.03
30817	6.62	34.26	23.25	26.1	10	19.11	6.41	22.92	40.07	24.63	49.91	36.53	54.72	54.33	12.36	20.41	30.78
30818	287.01	191.67	206.94	38.12	26.47	54.72	58.71	176.29	206.94	29.7	98.04	181.28	17.77	108.9	325.29	67.59	119.26
30819	7.57	79.45	46.18	24.11	21.47	11.82	15.68	35.25	115.97	12.45	22.75	35	6.06	13.72	68.55	20.56	22.59
30820	10	18.7	43.94	7.75	0.75	6.67	2.01	3.56	15.8	7.82	10.55	28.04	1.07	8	20.41	3.53	8.06
30827	785.88	748.61	884.29	2627.46	1304.15	1340.84	860.08	1331.57	759.08	693.58	1467.37	460.44	1519.15	748.61	791.35	1233.75	1322.37
30832	68.55	64.8	67.12	22.43	15.22	16.15	13.32	63	90.14	15.34	21.78	44.89	9.56	50.98	67.59	28.45	49.91
30833	738.29	693.58	1096.5	2224.63	934.76	1208.34	1151.06	1233.75	860.08	884.29	1950	651.58	1572.76	896.64	743.43	1417.35	1030.12
30834	486.75	518.15	915.51	1119.56	1369.04	1407.55	961.07	878.17	503.95	1225.22	1447.15	389.72	1151.06	1199.98	444.72	1447.15	1059.11
30835	497	312	112.77	6.94	33.06	46.5	42.11	130.6	194.36	70.01	432.53	120.94	38.12	143.01	95.34	24.63	83.45
30836	848.22	961.07	1073.91	1242.34	1359.57	1540.37	1709.26	1233.75	1008.9	1857.6	1561.89	1331.57	2240.11	1191.69	1104.13	1819.35	934.76
30837	96.68	90.77	94.01	53.19	73.54	31.22	29.91	57.89	105.89	55.89	27.44	100.13	23.25	71	104.42	90.77	167.9
30844	287.01	206.94	638.15	1268.46	1697.45	1963.57	674.59	796.86	154.42	1819.35	1159.07	532.74	2816.11	967.76	141.02	1857.6	1250.98
30845	94.01	73.03	279.14	156.59	376.41	373.81	329.84	217.27	128.79	251.48	551.56	86.43	547.75	327.56	115.97	325.29	884.29
30846	5112.16	4066.71	3955.48	808	854.13	1388.16	1143.1	2956.17	4481.23	1397.83	1685.71	2835.7	1268.46	2591.27	5112.16	1277.29	1909.85
30848	0	0	0	0	1487.87	0	3.96	0	0	0	1.79	0.89	0	0	0	0	0
30849	457.25	563.18	728.11	842.36	995	708.18	638.15	536.45	525.39	450.94	529.06	376.41	466.88	733.19	532.74	638.15	651.58
30850	244.57	212.78	223.41	228.13	289.02	480.04	366.09	327.56	226.54	201.25	197.09	214.27	309.83	403.5	267.73	186.4	195.72
30851	2520.38	2209.26	2997.45	4543.8	2255.7	7081.29	11345.82	2796.65	2178.83	5633.22	4937.99	1781.89	3874.05	3847.29	3060.45	3847.29	4298.64
30968	2119.22	2032.85	2224.63	2701.35	1963.57	2417.67	2997.45	2163.77	2119.22	2163.77	2400.97	1806.78	2061.24	2895.31	2075.59	2224.63	2004.85
43847	5.28	6.21	2.07	1.73	2.61	4.7	1268.46	9.06	14.14	4.54	0	11.3	1.79	2.94	38.95	1.2	7.34
43849	0	0	0	0	0.75	14.56	4298.64	0	0	11345.82	0	0	0	1.48	0	0	0
49854	116.78	281.09	139.07	105.15	164.42	145.02	82.87	136.19	129.69	171.45	155.5	379.04	318.57	293.07	100.83	507.46	182.55
49855	255	346.29	323.03	305.55	295.11	262.2	224.97	277.2	305.55	271.48	212.78	255	206.94	265.87	283.05	348.71	291.04
49856	215.77	305.55	301.33	358.54	466.88	420.68	323.03	473.41	316.37	329.84	395.18	158.79	258.57	466.88	275.28	371.22	414.87
49860	0	0	0	0	3.72	50.98	85283.74	1.23	0	165904.25	0	0	0	10.63	0	0	0
49861	2.18	1.33	4.46	2.36	0	0	3.17	3.56	3.44	0.42	0	0	0	1.83	1.33	0.8	3.29
50484	264.03	366.09	260.38	189.02	299.25	193.01	116.78	242.88	309.83	138.1	248	353.59	178.77	346.29	224.97	256.78	346.29
50485	332.14	258.57	341.51	314.17	376.41	325.29	283.05	392.44	281.09	234.57	205.5	155.5	146.03	356.05	244.57	368.65	325.29
50486	656.11	1844.76	759.08	180.02	339.14	336.79	90.77	571.05	457.25	447.82	1963.57	2209.26	1745.2	842.36	748.61	1388.16	353.59
50487	0	0	0	0	8.32	2.34	212.78	0.8	0	19.68	0	0	0	1.46	0	0	0
50488	638.15	612.11	830.75	1096.5	595.34	1322.37	1427.22	813.63	684.02	1540.37	753.83	612.11	1242.34	769.69	633.73	1183.45	1277.29
50489	0.91	1.81	13.83	43.63	74.58	241.19	54.72	49.91	1.33	93.35	7.46	2.23	82.29	156.59	1.35	35	111.21
50506	1.85	2.32	316.37	738.29	1909.85	4903.87	1467.37	1794.29	18.03	599.49	1044.52	0.95	961.07	163.28	12.18	403.5	633.73
50507	37.05	49.91	169.07	5.15	8.51	22.1	0	71.5	142.01	9.13	38.4	24.46	13.32	23.76	92.7	10.24	21.63
50509	186.4	108.9	154.42	25.54	26.47	57.89	37.85	68.07	78.89	58.71	96.68	158.79	50.98	119.26	68.07	93.35	127
50511	18.7	0.91	7.34	28.45	3.35	0	2.01	6.73	12.45	1.68	12.74	1.77	1.77	0.39	0.46	0.41	4.82
50512	86.43	44.25	98.04	289.02	647.07	93.35	50.27	135.24	51.35	141.02	214.27	37.85	202.66	420.68	49.91	162.14	197.09
50514	0.88	1.33	0.41	0	1.83	4.31	5.5	3.53	0	2.05	0.72	0.44	5.87	4.35	1.31	2.34	5.45
50515	221.86	126.12	212.78	32.59	78.34	43.63	54.33	214.27	161.02	119.26	271.48	275.28	88.88	220.32	142.01	100.13	112.77
50604	0	4.82	3.63	2.71	8.71	21.94	3.96	1.19	0	6.89	8	6.89	1.06	5.06	0	5.82	4.35
50614	0.89	0	1.23	7.11	2.94	2.71	0	2.78	0	2.07	1.08	1.33	7	2.58	0	14.89	5.87
50615	12.27	5.32	57.89	7.82	36.27	17	13.12	55.49	3.92	33.54	151.22	1.35	22.26	59.13	1.35	22.59	12.83
50616	0	0	0	0	1.81	0	0	0.79	0	0.82	23.08	0	2.41	0.73	0	1.93	0
50617	0.45	0	0.42	0	1.48	1.01	43.02	3.53	0	82.87	0.37	0.89	10	1.11	0	1.58	1.85
50618	507.46	607.87	591.22	543.96	536.45	414.87	612.11	629.35	660.68	733.19	476.71	669.92	575.03	497	575.03	551.56	607.87
50619	65.72	75.64	242.88	842.36	679.29	808	642.59	536.45	30.78	748.61	947.83	31.67	612.11	387.02	24.28	633.73	583.07
50624	6.57	7.94	6.52	12.18	8.85	2.71	1.62	4.39	3.5	4.58	12.74	56.68	3.53	9.48	3.56	3.96	9.56
50626	878.17	909.17	1359.57	2032.85	1617	1407.55	902.89	1397.83	1073.91	665.29	1721.16	674.59	1030.12	915.51	988.12	1551.09	1561.89
50628	281.09	167.9	320.8	435.55	189.02	320.8	303.44	314.17	269.6	299.25	339.14	189.02	348.71	363.56	228.13	343.89	381.68
50632	0	3.99	0	3.06	8.06	0	0	7.88	0	0.84	7.4	1.33	3.17	13.42	1.77	7.82	8.06
50636	7.94	22.43	17.13	15.91	25.35	10.39	8.78	22.43	2.63	8.25	22.92	13.52	17.13	32.36	3.56	19.53	27.05
50640	518.15	679.29	483.38	403.5	392.44	466.88	403.5	441.64	476.71	616.37	571.05	1059.11	974.5	536.45	486.75	728.11	551.56
50649	559.28	450.94	381.68	295.11	21.32	241.19	647.07	373.81	638.15	995	130.6	403.5	45.21	130.6	595.34	74.58	187.71
50650	371.22	629.35	579.04	470.14	361.04	301.33	329.84	470.14	307.69	389.72	409.15	460.44	363.56	514.56	297.17	486.75	525.39
50651	84.63	97.36	80.01	29.7	25.91	27.64	19.68	82.87	102.25	21.63	67.12	58.3	59.97	48.87	116.78	37.59	43.32
50674	0	0	0	0	4.35	0	0	0	0	0.41	0	0	0	0	0	0.78	0
50700	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0.88	1.55	0
50717	2004.85	2271.4	2148.82	1674.06	1030.12	1242.34	1096.5	2119.22	2468.49	909.17	1216.75	1963.57	1322.37	1313.23	2739.08	1662.49	2104.58
50801	0	2.2	2.84	0	0	0.68	5.92	6.67	0	0.42	2.12	0	0	0	2.63	0.79	0.74
50804	420.68	297.17	189.02	74.06	23.08	18.7	29.06	191.67	205.5	14.24	50.27	361.04	46.5	70.51	291.04	37.05	70.01
50805	0	0	0	2.36	0	1.01	16.39	0	0	50.63	1.77	0.45	0	9.78	0	0	0
50807	371.22	490.14	438.59	136.19	198.47	189.02	149.12	325.29	450.94	195.72	293.07	444.72	223.41	525.39	366.09	336.79	329.84
50808	1832.01	1757.34	1617	1225.22	878.17	854.13	941.27	1313.23	1662.49	819.3	1268.46	1781.89	1397.83	1313.23	1662.49	1167.14	1175.27
50809	2451.44	2163.77	2367.9	1561.89	1963.57	1529.73	1427.22	2032.85	2555.58	1529.73	1259.69	2468.49	1498.22	2090.03	2520.38	2224.63	2609.3
50813	1733.13	1628.26	1883.54	2303.12	1617	1936.53	1819.35	1769.57	1617	1457.23	1407.55	1199.98	1259.69	1674.06	1769.57	1857.6	2163.77
50814	327.56	248	381.68	753.83	607.87	679.29	1104.13	368.65	307.69	1304.15	426.57	217.27	412	555.41	291.04	432.53	395.18
50831	0	1.33	0	1.69	0	0	1.2	0	0	0	0	0.44	0	0	0	0	1.11
50832	0	3.11	3.29	3.76	2.97	1.69	0	3.2	8.19	0	1.79	2.2	4.21	1.13	0	2.39	9.13
50834	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0
50838	0	0.88	0.82	0.68	0	0.34	0	0	0	0	0	0	0	0.73	0	0	0.73
50839	0	1.77	1.22	2.71	0	0	0	0	1.3	0	0	0	0	1.1	0	0	5.45
50840	18.43	26.28	39.5	24.28	6.31	14.14	13.93	43.32	19.39	10.31	14.89	28.24	10.55	21.16	23.59	24.28	29.91
50846	13.93	16.63	37.05	3.41	8.78	9.34	5.19	7.11	5.19	10.71	16.51	20.86	4.58	29.27	14.45	13.32	7.34
50848	166.73	145.02	830.75	2701.35	3716.2	3515.68	2178.83	1127.35	194.36	2915.45	1498.22	242.88	4704.07	1950	71.5	4419.52	3190.46
50852	2.66	10.96	27.44	10.47	80.57	15.34	22.92	50.63	2.61	25.35	94.67	1.77	35.5	68.07	0.89	29.27	16.51
50853	56.28	55.1	253.23	1066.48	1832.01	1286.18	336.79	525.39	75.64	223.41	376.41	61.25	1427.22	460.44	68.07	1417.35	1322.37
50854	2956.17	3018.3	5112.16	4450.27	2664.15	2739.08	3349.13	4010.71	2895.31	2255.7	5329.3	3168.41	2104.58	3564.78	3491.39	4123.49	2976.74
50855	181.28	197.09	140.04	100.13	387.02	104.42	34.75	191.67	166.73	67.59	129.69	103.69	84.04	162.14	193.01	124.37	89.51
50856	40.64	71	43.94	31.67	65.72	72.52	26.67	61.68	47.5	43.32	152.28	20.26	34.26	102.25	46.18	48.52	48.52
50859	0	0	57.89	334.46	123.5	7.46	0.43	5.63	0	2.12	0.39	0	703.28	312	3.14	173.85	563.18
50861	836.53	450.94	830.75	251.48	232.94	231.32	155.5	633.73	316.37	212.78	753.83	457.25	371.22	884.29	563.18	583.07	438.59
50862	409.15	642.59	460.44	547.75	507.46	1044.52	1037.29	486.75	518.15	819.3	703.28	384.34	728.11	624.99	500.46	647.07	1001.93
50863	124.37	90.14	220.32	40.07	63	30.56	17.64	112.77	140.04	43.94	115.16	80.01	85.82	105.89	93.35	191.67	98.73
50865	1304.15	1250.98	1857.6	2835.7	1104.13	1127.35	1304.15	1572.76	2133.97	866.07	1651	1259.69	1167.14	1359.57	1697.45	1498.22	1304.15
50937	376.41	260.38	182.55	25.72	279.14	25.35	62.12	110.43	264.03	17.9	48.87	279.14	34.51	120.94	211.31	82.29	193.01
50939	1.31	0.45	0.82	1.03	1.83	0.68	0.4	1.58	1.3	0.42	0.72	0.44	0.71	2.92	1.75	1.17	2.56
50940	21.16	4.39	8.45	2.03	4.74	1.01	1.99	3.14	3.44	0	0.37	4.78	0.36	1.46	3.5	0	0.38
50943	7	11.82	28.65	19.53	61.68	17	64.34	42.11	1.75	45.85	239.52	1.77	15.34	228.13	2.66	14.03	27.64
50944	9.63	11.38	3.26	0	5.87	2.68	0	5.92	0.45	7.4	9.2	4.82	3.5	14.14	2.66	10.96	11.3
50945	0	0	0.4	0.34	0	0.34	0	0	0	0	0	0	0	0	1.31	0	0.37
50964	0	1.31	0.82	0.35	0.38	0.34	56.28	0	0	1.23	0	0.44	0	2.18	0	0	0
50999	647.07	547.75	500.46	463.65	988.12	466.88	323.03	429.54	511	466.88	620.67	780.44	1015.93	836.53	346.29	595.34	802.41
51000	361.04	332.14	316.37	397.93	575.03	414.87	218.79	384.34	392.44	262.2	297.17	295.11	297.17	392.44	403.5	249.73	486.75
51001	287.01	346.29	309.83	318.57	432.53	307.69	343.89	417.77	343.89	258.57	514.56	299.25	339.14	466.88	353.59	305.55	287.01
51002	1001.93	665.29	860.08	1088.92	954.43	884.29	1331.57	866.07	780.44	1001.93	872.1	974.5	723.08	1331.57	785.88	842.36	753.83
51003	255	159.9	297.17	412	258.57	463.65	470.14	361.04	232.94	371.22	480.04	182.55	395.18	384.34	249.73	339.14	392.44
51004	575.03	559.28	642.59	551.56	379.04	638.15	457.25	583.07	473.41	346.29	503.95	486.75	325.29	521.76	575.03	454.09	633.73
51005	279.14	241.19	329.84	373.81	291.04	301.33	521.76	417.77	256.78	214.27	551.56	234.57	185.11	287.01	260.38	343.89	351.14
51006	579.04	616.37	872.1	1250.98	1605.83	1216.75	1015.93	902.89	665.29	909.17	1151.06	454.09	896.64	981.29	629.35	1159.07	1135.2
51008	708.18	525.39	583.07	511	629.35	341.51	329.84	595.34	624.99	353.59	343.89	490.14	253.23	559.28	688.78	441.64	532.74
51009	1111.82	1088.92	1216.75	1304.15	1304.15	1407.55	1427.22	1359.57	947.83	1427.22	1857.6	819.3	1457.23	1883.54	848.22	1233.75	1159.07
51010	454.09	454.09	389.72	547.75	890.44	536.45	647.07	595.34	400.71	738.29	638.15	371.22	473.41	909.17	336.79	718.08	540.19
51011	371.22	293.07	473.41	470.14	473.41	366.09	336.79	373.81	339.14	293.07	426.57	305.55	323.03	466.88	320.8	412	406.31
51012	718.08	647.07	674.59	954.43	1359.57	1242.34	1135.2	769.69	679.29	1870.53	915.51	642.59	2417.67	1081.39	679.29	1721.16	1175.27
51013	769.69	791.35	934.76	1191.69	1721.16	1066.48	1059.11	988.12	665.29	902.89	1081.39	620.67	642.59	947.83	738.29	884.29	896.64
51014	1008.9	878.17	947.83	599.49	791.35	688.78	890.44	656.11	941.27	620.67	669.92	785.88	785.88	1001.93	909.17	718.08	941.27
51015	567.1	507.46	473.41	540.19	679.29	866.07	563.18	414.87	293.07	493.56	703.28	332.14	620.67	995	332.14	848.22	753.83
51016	713.11	314.17	514.56	651.58	289.02	343.89	902.89	409.15	403.5	366.09	536.45	275.28	307.69	366.09	493.56	269.6	463.65
51018	164.42	212.78	187.71	123.5	237.86	171.45	130.6	151.22	209.84	277.2	151.22	264.03	271.48	366.09	183.82	316.37	177.53
51019	1594.73	1259.69	896.64	848.22	1369.04	684.02	961.07	1199.98	1268.46	1001.93	915.51	961.07	738.29	974.5	1191.69	860.08	878.17
51020	1781.89	1936.53	2061.24	2351.53	1104.13	1697.45	2739.08	1572.76	1529.73	1832.01	1295.13	1857.6	941.27	1628.26	1583.71	1447.15	1519.15
51021	2090.03	1477.58	1757.34	2367.9	4836.35	2209.26	2664.15	1819.35	1561.89	1923.14	2075.59	1233.75	1388.16	2018.8	1583.71	1605.83	2004.85
51022	314.17	381.68	325.29	242.88	379.04	279.14	435.55	305.55	463.65	447.82	420.68	229.72	248	339.14	353.59	218.79	220.32
51023	775.05	753.83	825	878.17	1233.75	921.88	1225.22	743.43	825	1259.69	1044.52	674.59	490.14	981.29	808	595.34	718.08
51024	4388.98	4481.23	7081.29	5441.3	3742.05	4575.41	3146.52	4869.99	5112.16	3515.68	6561.36	4328.55	3039.3	4512.4	5441.3	3955.48	3928.15
51025	483.38	583.07	579.04	878.17	813.63	775.05	1023	660.68	532.74	708.18	1030.12	473.41	674.59	723.08	536.45	638.15	607.87
51026	595.34	603.67	400.71	293.07	483.38	295.11	363.56	406.31	423.61	426.57	389.72	607.87	291.04	633.73	490.14	336.79	429.54
51027	660.68	473.41	536.45	575.03	406.31	460.44	511	567.1	718.08	185.11	363.56	249.73	99.43	435.55	642.59	211.31	463.65
51028	532.74	567.1	543.96	612.11	529.06	567.1	595.34	483.38	579.04	551.56	341.51	532.74	420.68	500.46	447.82	633.73	813.63
51029	713.11	616.37	432.53	236.21	444.72	223.41	351.14	403.5	490.14	307.69	307.69	444.72	262.2	567.1	567.1	336.79	325.29
51030	503.95	514.56	698.41	825	703.28	967.76	1417.35	679.29	603.67	1175.27	547.75	559.28	759.08	1015.93	547.75	884.29	1104.13
51031	1427.22	1467.37	1639.59	1870.53	1286.18	1806.78	1167.14	1447.15	1388.16	1059.11	1340.84	1359.57	830.75	1467.37	1388.16	1081.39	1498.22
51032	0	3.53	0	0	0	10.63	0	1.58	0	1.66	15.8	2.18	3.86	3.66	0	0	0.74
51035	3395.89	4123.49	5366.37	4903.87	2627.46	3349.13	3768.09	5076.84	4869.99	3212.66	4869.99	3540.14	2417.67	3742.05	4388.98	3716.2	2915.45
51042	139.07	206.94	152.28	397.93	532.74	575.03	287.01	329.84	164.42	603.67	647.07	312	674.59	325.29	187.71	629.35	336.79
51043	518.15	511	529.06	1313.23	1167.14	2004.85	2417.67	607.87	591.22	1447.15	703.28	341.51	1044.52	785.88	567.1	902.89	1030.12
51046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51050	255	65.72	106.63	21.78	22.92	72.52	42.41	71.5	42.71	98.73	27.25	490.14	2.86	156.59	28.65	2.81	36.27
51052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51053	412	70.01	348.71	2319.15	2682.69	1127.35	470.14	665.29	201.25	312	409.15	67.12	624.99	1143.1	129.69	629.35	1551.09
51056	1639.59	1605.83	1709.26	1242.34	1295.13	2502.97	954.43	1697.45	1225.22	1233.75	2835.7	1651	1111.82	1819.35	1199.98	1250.98	1183.45
51057	87.03	44.89	77.25	37.85	56.68	46.5	78.89	94.01	77.25	52.08	48.87	65.26	66.65	61.68	65.72	48.87	57.89
51058	186.4	130.6	279.14	221.86	182.55	133.36	218.79	301.33	332.14	65.72	158.79	78.34	57.49	132.44	249.73	84.04	190.34
51059	1.3	2.63	8.99	5.77	7.34	0.32	1.17	1.17	2.58	1.22	5.63	1.73	18.7	51.35	3.06	57.08	49.21
51060	547.75	525.39	713.11	1051.79	2434.5	1044.52	928.3	780.44	463.65	759.08	1088.92	483.38	909.17	1477.58	381.68	1023	947.83
51061	555.41	688.78	934.76	902.89	1051.79	1340.84	866.07	854.13	463.65	872.1	1457.23	536.45	1059.11	698.41	638.15	1023	796.86
51062	575.03	409.15	332.14	151.22	201.25	162.14	119.26	334.46	392.44	140.04	111.99	287.01	123.5	236.21	532.74	161.02	205.5
51063	988.12	563.18	1233.75	221.86	521.76	417.77	175.07	1183.45	1104.13	232.94	967.76	728.11	163.28	1037.29	928.3	403.5	616.37
51065	3303	2777.33	4358.66	2520.38	2796.65	2816.11	1447.15	4388.98	3768.09	1628.26	3515.68	3589.58	1806.78	3280.18	3742.05	2997.45	2739.08
51066	3.08	13.62	31.45	10.79	17.13	15	11.47	18.84	6.94	7.4	19.25	17.38	6.31	43.63	7.88	11.73	18.29
51067	239.52	228.13	255	426.57	503.95	400.71	579.04	348.71	307.69	409.15	463.65	215.77	400.71	595.34	228.13	287.01	361.04
